Aircraft id,Aircraft name,Manufacturer,Country,Category,Role,Engine_type,Engines,WTC,Seats,First_flight,Last_manufactured,Number_built
SGRA,Sg Aviation Rally,SG Aviation,Italy,Landplane,General Aviation,Piston,1,Light,2,1991,,
SGUP,Aero Spacelines 377SGT Super Guppy,Aero Spacelines Inc,United States,Landplane,Cargo Airliner,Turboprop,4,Medium,4,1965,?,5
SH33,Short 330,Short Brothers plc,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Medium,30,1974,1992,125
SH36,Short 360,Short Brothers plc,United Kingdom,Landplane,Passenger Airliner,Turboprop,2,Medium,36,1981,1991,165
SH4,Silvercraft SH-4,Silvercraft SpA,Italy,Helicopter,Helicopter,Piston,1,Light,3,1963,,21
SH5,Harbin SH-5,Harbin Aircraft Manufacturing Corporation (HAMC),China,Seaplane,General Aviation,Turboprop,4,Medium,8,1976,1985,7
SHAC,Avro 696 Shackleton,Avro (A.V.Roe &amp; Company),United Kingdom,Landplane,Reconnaissance,Piston,4,Medium,10,1949,1958,185
SHAK,Freedom Master FM-2 Air Shark,Freedom Master Corporation,United States,Amphibian,_unknown_,Piston,1,Light,,?,,
SHAW,Hawker Sea Hawk,Hawker Aircraft,United Kingdom,Landplane,Fighter,Jet,1,Medium,1,1947,?,542
SHEA,Seaflight Shearwater,Seaflight NZ Ltd,New Zealand,Amphibian,_unknown_,Piston,1,Light,,?,,
SHEK,Rans S-16 Shekari,Rans Inc,United States,Landplane,General Aviation,Piston,1,Light,2,1994,,22
SHER,Sherpa C-400,Sherpa Aircraft Manufacturing Company,United States,Landplane,_unknown_,Piston,1,Light,,?,,
SHOE,Mercury Shoestring,Mercury Air Group,United States,Landplane,General Aviation,Piston,1,Light,1,1949,,
SHOP,Salvay-Stark Skyhopper,M.E.Salvay and George Stark,United States,Landplane,General Aviation,Piston,1,Light,1,1945,?,
SHOR,Higher Class Super Hornet,Higher Class Aviation,United States,Landplane,General Aviation,Piston,1,Light,2,1993,2008,45
SHRK,Shark.Aero Shark,Shark.Aero sro,Slovakia,Landplane,General Aviation,Piston,1,Light,2,2009,,4
SHRT,Sherpa Sherpa K-650T,Sherpa Aircraft Manufacturing Company,United States,Landplane,General Aviation,Turboprop,1,Light,5,1994,,
SIDE,Smyth S Sidewinder,Jerry Smyth,United States,Landplane,General Aviation,Piston,1,Light,2,1969,,
SIGM,Elitar Sigma,Ehlitar OOO,Russian Federation,Landplane,General Aviation,Piston,1,Light,2,?,,12
SILH,Silhouette SA-60 Silhouette,Silhouette Aircraft Inc,United States,Landplane,General Aviation,Piston,1,Light,,?,,
SIR2,Rhein Sirius 2,Rhein-Flugzeugbau GmbH,Germany,Landplane,Motor-Glider,Piston,1,Light,1,?,,
SIRA,Tecnam P2002 Sierra,Costruzioni Aeronautiche Tecnam,Italy,Landplane,General Aviation,Piston,1,Light,2,?,,
SJ30,Swearingen SJ-30,Swearingen Aircraft,United States,Landplane,Business Jet,Jet,2,Light,7,1991,,8
SJET,Excel-Jet Sport-Jet 2,Excel-Jet Ltd,United States,Landplane,General Aviation,Jet,1,Light,5,2006,2006,1
SK10,Skyeton K-10 Swift,Skyeton Aircraft Industrial Company,Ukraine,Landplane,General Aviation,Piston,1,Light,2,2006,,9
SK70,Starkraft SK-700,Starkraft,United States,Landplane,_unknown_,Piston,2,Light,,?,,
SKAR,III Sky Arrow,Iniziative Industriali Italiane,Italy,Landplane,_unknown_,Piston,1,Light,,?,,
SKIF,Aerolites AeroSkiff,Aerolites Inc,United States,Amphibian,General Aviation,Piston,1,Light,2,1995,,9
SKIM,Colonial C-1 Skimmer,Colonial Aircraft Corporation,United States,Amphibian,General Aviation,Piston,1,Light,3,1948,?,43
SKRA,Best Off Sky Ranger,Best Off,France,Landplane,Ultralight,Piston,1,Light,2,1990,,900
SKYC,OMA SUD Skycar,Oma Sud Sky Technologies SpA,Italy,Landplane,General Aviation,Piston,2,Light,5,2007,,1
SKYO,Skyote Aeromarine Skyote,Skyote Aeromarine Ltd,United States,Landplane,General Aviation,Piston,1,Light,1,1976,,10
SKYR,Commonwealth 185 Skyranger,Commonwealth Aircraft Corporation Inc,United States,Landplane,General Aviation,Piston,1,Light,2,1940,?,275
SL1,Star-Lite SL-1 Star-Lite,Star-Lite Aircraft,United States,Landplane,_unknown_,Piston,1,Light,,?,,
SL39,Mapo SL-39,Voyenno-Promyshlennyi Kompleks MAPO,Russian Federation,Landplane,_unknown_,Piston,1,Light,,?,,
SL90,Aviotechnica SL-90 Leshii,Aviotechnica Ltd,Bulgaria,Landplane,_unknown_,Piston,1,Light,,?,,
SLG2,The Airplane Factory Sling 2,The Airplane Factory,South Africa,Landplane,General Aviation,Piston,1,Light,2,2008,,60
SLG4,The Airplane Factory Sling 4,The Airplane Factory,South Africa,Landplane,General Aviation,Piston,1,Light,4,2009,,
SLK3,Slick 360,Slick Aircraft Company Pty Ltd,South Africa,Landplane,General Aviation,Piston,1,Light,1,2004,,9
SLK5,Slick 540,Slick Aircraft Company Pty Ltd,South Africa,Landplane,General Aviation,Piston,1,Light,,?,,
SM01,Stern-Mallick SM-01 Vega,Ren&eacute; Stern et Richard Mallick,France,Landplane,_unknown_,Piston,1,Light,,?,,
SM19,SIAI-Marchetti SM-1019,SIAI-Marchetti,Italy,Landplane,Reconnaissance,Turboprop,1,Light,2,1969,,
SM20,Technoavia SM-2000,SCF Technoavia,Russian Federation,Landplane,General Aviation,Turboprop,1,Light,6,?,,
SM60,Stinson SM-6000 Tri-Motor,Stinson Aircraft Corporation,United States,Landplane,Passenger Airliner,Piston,3,Light,12,1930,?,77
SM92,Technoavia SM92 Finist,SCF Technoavia,Russian Federation,Landplane,General Aviation,Piston,1,Light,7,1993,,
SMAX,Airmax M-22 SeaMax,AirMax Constru&ccedil;őes Aeron&aacute;uticas Ltda,Brazil,Amphibian,General Aviation,Piston,1,Light,2,2000,,
SMB2,Dassault Super Mystere B2,Dassault Aviation,France,Landplane,Fighter,Jet,1,Medium,1,1955,1977,180
SNAD,Snobird 636 Snobird Adventurer,SnoBird Inc,United States,Gyrocopter,General Aviation,Piston,1,Light,,?,,
SNAP,Dallair Aeronautica,Dallair Aeronautica Srl,Italy,Landplane,Ultralight,Piston,1,Light,1,?,,
SNGY,CIAC T-90 Calima,Corporaci&oacute;n de la Industria Aeron&aacute;utica de Colombia SA,Colombia,Landplane,Ultralight,Piston,1,Light,2,?,,
SNOS,VSR SR-1 Snoshoo,VSR,United States,Landplane,General Aviation,Piston,1,Light,1,1997,1997,1
SNS2,Sorrell SNS-2 Guppy,Sorrell Aviation,United States,Landplane,General Aviation,Piston,1,Light,1,1967,,
SNS7,Sorrell SNS-7 Hiperbipe,Sorrell Aviation,United States,Landplane,General Aviation,Piston,1,Light,2,1973,,
SNS9,Sorrell SNS-9 EXP-2,Sorrell Aviation,United States,Landplane,General Aviation,Piston,1,Light,,1982,,629
SNTA,Airsport Sonata,Airsport sro,Czech Republic,Landplane,Motor-Glider,Piston,1,Light,,?,,
SOK2,Soko 2,SOKO Air Mostar,Bosnia and Herzegovina,Landplane,_unknown_,Piston,1,Light,,?,,
SOKL,Mraz M-1 Sokol,Tovarna Letadel Inz.J.Mr&aacute;z,Czech Republic,Landplane,General Aviation,Piston,1,Light,3,1946,,287
SOL1,Solar Impulse 1,Solar Impulse SA,Switzerland,Landplane,General Aviation,Electric,4,Light,1,2009,,1
SOL2,Solar Impulse 2,Solar Impulse SA,Switzerland,Landplane,General Aviation,Electric,4,Light,1,2014,,2
SOLI,Rutan 77 Solitaire,Rutan Aircraft Factory Inc,United States,Landplane,General Aviation,Piston,1,Light,1,1982,,
SONX,Sonex Sonex,Sonex Ltd,United States,Landplane,Ultralight,Piston,1,Light,2,?,,311
SORA,ACS-100 Sora,Advanced Composites Solutions,Brazil,Landplane,General Aviation,Piston,1,Light,2,2008,,
SP20,Micco SP-20,"Micco Aircraft Company, Inc",United States,Landplane,General Aviation,Piston,1,Light,,?,,
SP33,Spectrum S-33 Independence,Spectrum Aeronautical,United States,Landplane,Business Jet,Jet,2,Light,8,2006,,1
SP55,Technoavia SP-55M,SCF Technoavia,Russian Federation,Landplane,General Aviation,Piston,1,Light,1,?,,
SP6E,Sauser P-6E Replica,Sauser Aircraft Company,United States,Landplane,General Aviation,Piston,1,Light,1,?,,4
SP7,Spartan UC-71 Executive,Spartan Aircraft Company,United States,Landplane,General Aviation,Piston,1,Light,5,1936,1940,34
SP91,Technoavia SP-91 Slava,SCF Technoavia,Russian Federation,Landplane,General Aviation,Piston,1,Light,,?,,5
SP95,Technoavia SP-95,SCF Technoavia,Russian Federation,Landplane,General Aviation,Piston,1,Light,,?,,
SPA2,Stark-Trefethen Sport-Aire 2,George Stark and Al Trefethen,United States,Landplane,_unknown_,Piston,1,Light,,?,,
SPAR,III Speed Arrow,Iniziative Industriali Italiane,Italy,Landplane,_unknown_,Piston,1,Light,,?,,
SPC2,Specter Specter 2,Specter Aircraft,United States,Landplane,_unknown_,Piston,1,Light,,?,,
SPDR,Rearwin 6000 Speedster,Rearwin Aircraft &amp; Engines Inc,United States,Landplane,General Aviation,Piston,1,Light,2,1935,?,14
SPEL,Loehle Spitfire Elite,Loehle Aircraft Corporation,United States,Landplane,_unknown_,Piston,1,Light,,?,,
SPGY,ADI Sportster Gyro,Aircraft Designs Inc,United States,Gyrocopter,General Aviation,Piston,1,Light,2,1974,,65
SPHA,American Autogyro SparrowHawk,American Autogyro Inc (AAI),United States,Gyrocopter,General Aviation,Piston,1,Light,2,2003,,
SPIR,Questair Spirit,Questair Inc,United States,Landplane,General Aviation,Piston,1,Light,3,?,,
SPIT,Supermarine Spitfire,Supermarine,United Kingdom,Landplane,Fighter,Piston,1,Light,1,1936,1948,20 351
SPOR,Amax Sport 1700,Amax Engineering,Australia,Landplane,General Aviation,Piston,1,Light,2,?,,1
SPR2,Carlson Sparrow 2,Carlson Aircraft Inc,United States,Landplane,General Aviation,Piston,1,Light,2,1987,2007,241
SPRT,Practavia Sprite,Practavia Ltd,United Kingdom,Landplane,General Aviation,Piston,1,Light,2,1971,,8
SPST,Rearwin 7000 Sportster,Rearwin Aircraft &amp; Engines Inc,United States,Landplane,General Aviation,Piston,1,Light,2,1935,?,330
SPT1,Spitfire Mark 1,Spitfire Helicopter Company Ltd,United States,Helicopter,Helicopter,Piston,1,Light,,1978,,
SQ2T,Glassic SQ-2000,Glassic Composites LLC,United States,Landplane,General Aviation,Piston,1,Light,4,?,,8
SQES,Slipstream SkyQuest,SlipStream Industries Inc,United States,Landplane,General Aviation,Piston,2,Light,2,1992,,
SR01,Eurodisplay SR-01 Magic,Eurodisplay sro,Czech Republic,Landplane,General Aviation,Piston,1,Light,2,?,,
SR20,Cirrus SR-20,Cirrus Aircraft,United States,Landplane,General Aviation,Piston,1,Light,4,1999,,1 332
SR22,Cirrus SR-22,Cirrus Aircraft,United States,Landplane,General Aviation,Piston,1,Light,4,2000,,5 194
SR71,Lockheed SR-71 Blackbird,Lockheed Corporation,United States,Landplane,Reconnaissance,Jet,2,Medium,2,1964,1968,32
SRAC,Sport Racer Sport Racer,Sport Racer Inc,United States,Landplane,_unknown_,Piston,1,Light,,?,,
SRAI,Monnett Sonerai,John T.Monnett,United States,Landplane,General Aviation,Piston,1,Light,1,1971,,
SRAS,D&#039;Apuzzo D-260 Senior Aero Sport,Nicholas E.D&#039;Apuzzo,United States,Landplane,General Aviation,Piston,1,Light,2,1962,,32
SRAY,Dornier Do-S S-Ray,Dornier Flugzeugwerke,Germany,Amphibian,_unknown_,Piston,1,Light,,?,,
SREY,Progressive Aerodyne SeaRey,Progressive Aerodyne Inc,United States,Amphibian,General Aviation,Piston,1,Light,2,1992,,480
SS2,Scaled Composites Model 339 SpaceShipTwo,Scaled Composites,United States,Landplane,General Aviation,Rocket,1,Medium,6,2013,,2
SS2P,Ayres S-2R-600 Thrush,Ayres Corporation,United States,Landplane,Agricultural,Piston,1,Light,1,1956,,2 000
SS2T,Ayres S-2R-T65 Turbo Thrush,Ayres Corporation,United States,Landplane,Agricultural,Turboprop,1,Light,1,?,,
SSAB,North American F-100 Super Sabre,North American Aviation,United States,Landplane,Fighter,Jet,1,Medium,1,1953,1959,2 294
SSC,Butterfly Super Sky Cycle,The Butterfly LLC,United States,Gyrocopter,Ultralight,Piston,1,Light,1,2009,,
SSTM,SG Aviation Sea Storm,SG Aviation,Italy,Amphibian,General Aviation,Piston,1,Light,2,?,,12
ST1,Speedtwin E2E Comet 1,Speedtwin Developments Ltd,United Kingdom,Landplane,General Aviation,Piston,2,Light,2,1991,,2
ST10,Socata ST-10 Diplomate,SOCATA (Soci&eacute;t&eacute; de Construction d&#039;Avions de Tourisme et d&#039;Af.),France,Landplane,General Aviation,Piston,1,Light,4,1967,1974,55
ST30,Wingtip To Wingtip S-330,Wingtip to Wingtip LLC,United States,Landplane,General Aviation,Piston,1,Light,,?,,
ST50,Israviation ST-50,Israviation Ltd,Israel,Landplane,General Aviation,Turboprop,1,Light,,?,,
ST60,Staudacher S-600,Staudacher Aircraft Inc,United States,Landplane,_unknown_,Piston,1,Light,,?,,
